PART CODE,Description,NRP
PRS-CHR-001,Pillar Cock (Straight Line Model) Auto Closing System,"2,070"
PRS-CHR-031,Pillar Cock Auto Closing System,"2,180"
PRS-CHR-031L65,Pillar Cock Auto Closing System with 65mm Extension Body,"2,850"
PRS-CHR-061,Pressmatic Wall Mounted Basin Tap (Auto Closing) with Wall Flange (Square),"3,740"
PRS-CHR-043,Bib Cock Auto Closing System with Built-in Control Cock with Wall Flange,"2,230"
PRS-CHR-073,Auto closing Concealed Urinal Flush Valve with Wall Flange,"2,490"
PRS-CHR-077,Urinal Valve Auto Closing System with Built-in Control Cock & Wall Flange,"2,260"
