ACN-CHR-1143N,W.C. Brush Holder,"1,540"
ACN-CHR-1151N,Toilet Roll Holder,690
ACN-CHR-1153S,Toilet Roll Holder with Stainless Steel Flap,"1,140"
ACN-CHR-1155S,"Spare Toilet Roll Holder, Stainless Steel",600
ACN-CHR-1161N,Double Coat Hook,520
ACN-CHR-1171N,Glass Shelf 600mm Long,"1,180"
ACN-CHR-1173,Corner Glass Self (with Bracket),"1,310"
ACN-CHR-1175N,Corner Shower Basket,"2,110"
ACN-CHR-1177N,Shower Basket Small,"1,230"
ACN-CHR-1179N,Shower Basket Large,"2,320"
ACN-CHR-1181S,"Towel Rack 600mm Long with Lower Hangers, Stainless Steel","2,900"
ACN-CHR-1181FS,"Towel Rack 600mm Long without Hangers, Stainless Steel","2,310"
ACN-CHR-1181FHS,"Towel Rack 600mm Long without Lower Hangers but with 3 hooks, Stainless Steel","2,750"
ACN-CHR-1191N,Robe Hook,300
ACN-CHR-1193N,Double Arm Wall Mounted Reversible Plain/ Magnifying (3X) Pivotal Mirror,"4,710"
ACN-CHR-1195N,Swivel Mirror,"2,640"
