Product Code,Description,NRP
JCP-CHR-152415,Control Plate Opal,"1,330"
JCP-CHR-392415,Control Plate Aria,"1,330"
JCP-CHR-352415,Control Plate Kubix,"1,410"
JCP-CHR-292415,Control Plate Fusion,"1,330"
JCP-CHR-372415,Control Plate D'arc,"1,410"
JCP-CHR-102415,Control Plate Ornamix Prime,"1,410"
JCP-CHR-812415,Control Plate Vignette Prime,"1,410"
JCP-CHR-852415,Control Plate Alive,"1,410"
JCP-CHR-2415,Control Plate Continental Prime,"1,260"
