Present Codes,Description,NRP
JSE-CHR-NOVA1216H20X,NOVA 2 PART SLIDING ENCLOSURE 10MM GLASS (1201-1600MM) X 2000MM,"49,500"
JSE-CHR-NOVA1620H20X,NOVA 2 PART SLIDING ENCLOSURE 10MM GLASS (1601-2000MM) X 2000MM,"53,800"
JSE-CHR-NOVA2024H20X,NOVA 2 PART SLIDING ENCLOSURE 10MM GLASS (2001-2400MM) X 2000MM,"59,200"
JSE-CHR-NOVA1216H22X,NOVA 2 PART SLIDING ENCLOSURE 10MM GLASS (1201-1600MM) X 2200MM,"51,100"
JSE-CHR-NOVA1620H22X,NOVA 2 PART SLIDING ENCLOSURE 10MM GLASS (1601-2000MM) X 2200MM,"55,900"
JSE-CHR-NOVA2024H22X,NOVA 2 PART SLIDING ENCLOSURE 10MM GLASS (2001-2400MM) X 2200MM,"61,800"
JSE-CHR-NOVA1216H24X,NOVA 2 PART SLIDING ENCLOSURE 10MM GLASS (1201-1600MM) X 2400MM,"51,100"
JSE-CHR-NOVA1620H24X,NOVA 2 PART SLIDING ENCLOSURE 10MM GLASS (1601-2000MM) X 2400MM,"55,900"
JSE-CHR-NOVA2024H24X,NOVA 2 PART SLIDING ENCLOSURE 10MM GLASS (2001-2400MM) X 2400MM,"61,800"
