FLR-CHR-5227K,"Single Lever Exposed Parts Kit of Deusch Mixer Consisting of Operating Lever, Cartridge Sleeve, Wall Flange (with Seals),","1,050"
,(Compatible with ALD-227 & ALD-229),
FLR-CHR-5121K,"Exposed Parts of Floor Mounted Single Lever Bath Mixer with Provision for Hand Shower, without Hand Shower &","34,920"
,Shower Hose (Compatible with ALD-121),
FLR-CHR-5105B,Single Lever 1- Hole Bath & Shower Mixer (High Flow) Tub Mounted with Concealed Provision for Connection to Hand,"8,380"
,Shower with 450mm Long Braided Hoses,
FLR-CHR-5107B,Single Lever 1- Hole Bath & Shower Mixer (High Flow) Tub Mounted with Exposed Provision for Connection to Hand,"6,130"
,Shower with 450mm Long Braided Hoses,
FLR-CHR-5133,Single Lever Bath Tub Mixer (High Flow) with Hand Shower Arrangement with Exposed Straight Legs,"6,820"
FLR-CHR-5163,Single Lever Sink Mixer Swinging Spout (Wall Mounted Model) with Connecting Legs & Wall Flanges,"4,190"
FLR-CHR-5165,Single Lever Sink Mixer with Swinging Spout on Upper Side (Wall Mounted Model) with Connecting Legs & Wall Flanges,"4,480"
FLR-CHR-5007B,Single Lever Sink Mixer with 170mm Extension Body Swinging Spout without Popup Waste (Table Mounted) with,"4,270"
,600mm Long Braided Hoses,
FLR-CHR-5009B,Single Lever Sink Mixer with 210mm Extension Body Swinging Spout without Popup Waste (Table Mounted) with,"4,360"
,600mm Long Braided Hoses,
FLR-CHR-5173B,Single Lever Sink Mixer with Swinging Spout (Table Mounted Model) with 450mm Long Braided Hoses,"3,270"
FLR-CHR-5177B,Single Lever Sink Mixer (Table Mounted) with Extractable Hand Shower Dual Flow Complete with 1.2m Long Tube with,"5,150"
,450mm Long Braided Hoses,
FLR-CHR-5179B,Side Single Lever Sink Mixer with Swinging Spout (Table Mounted) with 450mm Long Braided Hoses,"4,460"
FLR-CHR-5213B,Single Lever 1 - Hole Bidet Mixer with Popup Waste System with 375mm Long Braided Hoses,"4,000"
FLR-CHR-5011N,Pillar Cock,"1,670"
FLR-CHR-5015,Pillar Cock with Lift Type Operating Knob & Base Flange,"1,760"
FLR-CHR-5021M,Pillar Cock with Extension Body,"2,230"
FLR-CHR-5167NB,"Central Hole Basin Mixer with Regular Spout without Popup Waste System with 450mm Long Braided Hoses, 20mm","3,550"
,Cartridge Size,
FLR-CHR-5169NB,"Central Hole Basin Mixer with Round Spout with Popup Waste System with 450mm Long Braided Hoses, 20mm","4,460"
,Cartridge Size,
FLR-CHR-5189N,"3-Hole Basin Mixer without Popup Waste System, 20mm Cartridge Size","4,960"
FLR-CHR-5191N,"3-Hole Basin Mixer with Popup Waste System, 20mm Cartridge Size","5,780"
FLR-CHR-5433N,Two Concealed Stop Cocks with Basin Spout (Composite One Piece Body),"4,020"
FLR-CHR-5441NK,"Exposed Part Kit of Single Concealed Stop Cock Consisting of Operating Lever, Cartridge Sleeve, Wall Flange (with","1,310"
,Seals) & Basin Spout (Compatible with ALD-441),
FLR-CHR-5217N,"Wall Mixer with Telephone Shower Arrangement, Connecting Legs & Wall Flanges but without Crutch & Telephone","5,410"
,Shower,
