Product Code,Description,NRP
WAC-SAP-BR0600CS,"Grab Bar 692 mm Long, Satin","6,990"
WAC-SAP-BG0800CS,"Grab Bar Vertical Swing , Satin","17,310"
WAC-WHT-BR0600,"Grab Bar  692 mm Long, White","4,380"
WAC-WHT-BG0800,"Grab Bar Vertical Swing , White","8,970"
